Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>malware.005231177f706856a0617a2c871d627ddedf54a7.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,13310;0,06710;1,70800;0,05570;0,25970;1,00000;1,00000;0,01660;0,06710;1,00000;-0,01086;0,00846;0,02154;-0,01079;-0,00458;-0,02172;0,01691;0,04307;-0,02157;0,99085;-0,01086;0,00846;0,02154;-0,01079;-0,00458;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02858;-0,01348;-0,09990;-0,00429;0,26558;0,03033;-0,02091;-0,10881;0,07174;0,11846;0,39933;-0,42817;-1,36282;1,89192;1,28035;0,23214;-0,09691;-0,80974;0,58618;0,10424;-0,11463;0,12402;0,38074;-0,52740;0,37814;0,31426;-0,33536;-1,04089;1,42364;0,68656;0,31426;-0,33536;-1,04089;1,42364;0,68656;0,00043;-0,00446;0,00852;-0,00794;0,02203;0,03034;-0,02090;-0,10883;0,07171;0,11846;0,15713;-0,16768;-0,52045;0,71182;0,84328;malware
P>malware.005e219370aaf892509b509b76cb082b36b16fcf.exe;0,54830;0,45170;0,00000;0,70890;0,29110;0,00000;0,29740;0,23000;1,26950;0,38330;0,12050;1,12720;0,75000;0,01610;0,33510;0,75000;-0,06563;0,05398;0,12340;-0,06552;0,52363;0,06563;-0,05398;-0,12340;0,06552;0,47637;0,00000;0,00000;0,00000;0,00000;0,00000;-0,05827;0,11578;0,00558;-0,07505;0,71977;0,05827;-0,11578;-0,00558;0,07505;0,28023;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02181;0,00358;0,05113;-0,01574;0,31980;-0,02249;0,03213;0,01229;-0,02412;0,25728;-0,18655;0,37065;0,01785;-0,24028;1,30431;-0,11370;0,22592;0,01088;-0,14646;0,40452;0,01894;-0,03763;-0,00181;0,02439;0,11697;-0,01046;0,02077;0,00100;-0,01347;1,12915;0,02055;-0,04083;-0,00197;0,02647;0,74617;-0,00457;0,00031;0,01215;-0,00601;0,02127;-0,03283;0,04989;0,01329;-0,03577;0,37623;0,02055;-0,04083;-0,00197;0,02647;0,74617;malware
P>malware.006277edc5b75123c4273c9b12e5f1ba9e992295.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,14300;0,07210;2,13180;0,04690;0,25970;1,00000;1,00000;0,02740;0,07210;1,00000;-0,01167;0,00910;0,02312;-0,01159;-0,00491;-0,02333;0,01819;0,04624;-0,02318;0,99018;-0,01167;0,00910;0,02312;-0,01159;-0,00491;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,03767;-0,01739;-0,12990;-0,01123;0,31033;0,03520;-0,02476;-0,12777;0,08074;0,13556;0,48565;-0,47246;-1,66326;2,13877;1,70530;0,37384;0,02200;-1,31922;0,32628;0,48468;-0,11747;0,12190;0,39040;-0,52241;0,37094;0,32589;-0,32657;-1,08094;1,40343;0,71640;0,32589;-0,32657;-1,08094;1,40343;0,71640;0,00596;-0,00598;-0,00568;-0,01024;0,04427;0,03520;-0,02476;-0,12777;0,08074;0,13556;0,16295;-0,16329;-0,54047;0,70172;0,85820;malware
P>malware.007060db8ee878d191be41a9c2581fec04f6683a.exe;0,41450;0,58550;0,00000;0,67060;0,32940;0,00000;0,32620;0,20170;1,07490;0,33980;0,12050;1,03370;0,75000;0,01750;0,33710;0,75000;-0,03284;0,01805;0,07426;-0,02865;0,39751;0,03284;-0,01805;-0,07426;0,02865;0,60249;0,00000;0,00000;0,00000;0,00000;0,00000;-0,16663;0,23293;0,16678;-0,19089;0,65441;-0,20681;0,13815;0,44320;-0,20714;0,23782;-0,12448;0,12369;0,20332;-0,13268;-0,03592;-0,02221;0,00209;0,05639;-0,01502;0,34459;-0,02084;0,03230;0,00977;-0,02280;0,22250;-0,13041;0,33799;-0,11308;-0,18011;1,13595;-0,08421;0,21825;-0,07302;-0,11630;0,37922;0,10758;-0,11809;-0,15908;0,11825;0,14600;-0,31356;0,25423;0,60625;-0,32987;0,91735;-0,22357;0,20645;0,38909;-0,23412;0,67784;-0,00155;-0,00116;0,00455;-0,00293;0,02472;-0,05331;0,05564;0,07415;-0,05690;0,35899;-0,09909;0,08276;0,18577;-0,10144;0,71376;malware
P>malware.00763c881c692f9a882b4902780b20c6f7c531b3.exe;0,44790;0,55210;0,00000;0,61920;0,38080;0,00000;0,30270;0,21900;0,75990;0,32860;0,12050;1,17250;0,75000;0,01350;0,35480;0,75000;0,05890;-0,06045;-0,09571;0,06464;0,46505;-0,05890;0,06045;0,09571;-0,06464;0,53495;0,00000;0,00000;0,00000;0,00000;0,00000;-0,09640;0,17493;0,02198;-0,09618;0,62253;-0,22328;0,11074;0,56194;-0,24225;0,26303;-0,10656;0,09522;0,19464;-0,11281;-0,03815;-0,00958;-0,00682;0,03235;-0,02143;0,33817;-0,00885;0,03178;-0,03237;-0,01762;0,25935;0,02888;0,22655;-0,49074;0,04727;0,87779;0,02180;0,17103;-0,37047;0,03569;0,41760;0,07510;-0,09655;-0,08875;0,08208;0,13377;-0,27232;0,24509;0,51139;-0,31706;1,08268;-0,20688;0,15285;0,43060;-0,21630;0,66116;-0,00804;0,00326;0,02104;-0,01480;0,02042;-0,02368;0,06052;-0,03203;-0,04609;0,41888;-0,10032;0,05763;0,23596;-0,10350;0,69931;malware
P>malware.00883d5a4e7eb86d559936685f08f45adb030461.exe;0,00000;1,00000;0,00000;0,68970;0,31030;0,00000;0,16520;0,26540;0,71080;0,00610;0,12050;1,18400;0,75000;0,01470;0,41210;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,04113;0,11213;-0,04446;-0,05741;0,71137;0,04113;-0,11213;0,04446;0,05741;0,28863;0,00000;0,00000;0,00000;0,00000;0,00000;0,00385;-0,00901;-0,00377;-0,00489;0,19112;-0,01514;0,03616;-0,01696;-0,03666;0,31477;-0,10202;0,27815;-0,11029;-0,14240;0,76456;-0,06000;0,16358;-0,06486;-0,08375;0,03771;0,02976;-0,03686;-0,03946;0,03559;0,12581;-0,11313;0,02609;0,33451;-0,12000;1,10973;0,03197;-0,04001;-0,04174;0,03830;0,75552;-0,00087;-0,00110;0,00537;-0,00551;0,01948;-0,05650;0,06216;0,07407;-0,09220;0,46656;0,03197;-0,04001;-0,04174;0,03830;0,75552;malware
P>malware.008883bab2c8e1f32d03707abd5dc7650c813615.exe;0,53140;0,46860;0,00000;0,69450;0,30550;0,00000;0,30760;0,23540;1,51260;0,29690;0,16500;1,69390;0,75000;0,01080;0,39900;0,75000;-0,06938;0,05718;0,12985;-0,06932;0,50574;0,06937;-0,05718;-0,12985;0,06932;0,49427;0,00000;0,00000;0,00000;0,00000;0,00000;0,01747;0,08777;-0,20808;0,02385;0,74303;-0,01747;-0,08777;0,20808;-0,02385;0,25697;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02676;0,01278;0,06603;-0,02740;0,29401;-0,00237;0,02675;-0,03744;-0,00195;0,24497;0,06320;0,31754;-0,75282;0,08628;1,68816;0,03262;0,16390;-0,38857;0,04453;0,38752;0,01416;-0,02982;0,00165;0,01802;0,16166;0,01758;0,08763;-0,20840;0,02409;1,74278;0,04737;-0,04962;-0,07910;0,06094;0,76002;-0,00077;0,00022;0,00203;-0,00086;0,01096;0,00174;0,04743;-0,08646;0,00367;0,42001;0,04737;-0,04962;-0,07910;0,06094;0,76002;malware
P>malware.008e12ef58953dd19b9ca76d9db646e98b5b8d83.exe;0,56380;0,43340;0,00270;0,00000;1,00000;0,00000;0,05720;0,00000;-1,00000;-1,00000;0,09780;0,31160;0,75000;0,02250;0,02380;0,75000;0,00943;-0,01295;-0,01180;0,01278;0,56830;-0,04560;0,04103;0,08278;-0,04828;0,41667;0,00029;0,00028;-0,00051;-0,00032;0,00009;0,07278;0,06115;-0,13837;-0,07493;-0,97180;0,14555;0,12231;-0,27673;-0,14986;-0,94360;0,07278;0,06115;-0,13837;-0,07493;-0,97180;-0,01893;0,00670;0,03727;-0,02894;0,12373;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,05880;-0,04904;0,11229;0,06033;0,97702;0,11411;0,09689;-0,21560;-0,11806;-0,95634;0,13413;0,11307;-0,25453;-0,13831;-0,94823;0,00029;0,00279;0,00022;-0,00518;0,00932;0,00109;0,00088;-0,00211;-0,00110;0,00044;0,06136;0,05192;-0,11616;-0,06338;0,02357;malware
P>malware.00912ce01848089d7bc7d69c5171a8898f924002.exe;0,42380;0,57620;0,00000;0,00000;1,00000;0,00000;0,25340;0,05150;3,09310;3,60500;0,25970;1,00000;1,00000;0,01570;0,05150;1,00000;-0,02589;0,02703;0,07176;-0,08880;0,43964;0,02589;-0,02703;-0,07175;0,08881;0,56036;0,00000;0,00000;0,00000;0,00000;0,00000;0,14009;-0,16496;-0,47635;0,71346;-0,17880;0,28017;-0,32993;-0,95269;1,42691;0,64240;0,14009;-0,16496;-0,47635;0,71346;-0,17880;0,02146;-0,00287;-0,07954;-0,08619;0,46433;0,01844;-0,01521;-0,06646;0,05262;0,07767;0,52758;-0,71145;-1,78578;2,99846;2,23853;0,59356;-0,80043;-2,00912;3,37346;2,64356;-0,10269;0,12293;0,34899;-0,52991;0,39480;0,28017;-0,32993;-0,95269;1,42691;0,64240;0,28017;-0,32993;-0,95269;1,42691;0,64240;0,00008;-0,00556;0,01116;-0,00742;0,02000;0,01844;-0,01521;-0,06646;0,05262;0,07767;0,14009;-0,16496;-0,47635;0,71346;0,82120;malware
P>malware.00a0437aa0555680f83bbb6072e0b79ea95bd25d.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,13150;0,06630;2,05270;0,04830;0,20620;1,00000;1,00000;0,02320;0,06630;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01085;0,00843;0,02151;-0,01075;0,99543;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,03188;-0,01112;-0,10553;-0,01118;0,25661;0,02978;-0,01847;-0,10577;0,06512;0,11283;0,43853;-0,49448;-1,49311;2,15843;1,53618;0,22661;-0,10764;-0,78556;0,60705;0,07636;-0,02015;0,02397;0,06848;-0,10345;0,23242;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00424;-0,00774;0,00125;-0,00446;0,03093;0,02978;-0,01847;-0,10577;0,06512;0,11283;0,00000;0,00000;0,00000;0,00000;1,00000;malware
P>malware.00b17ae7e516d7b317434a3a72cce6872faa83e3.exe;1,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,03710;0,06120;-1,00000;-1,00000;0,25970;0,00000;0,00000;0,00140;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,25661;0,25717;0,42964;-0,28423;0,92280;-0,12830;0,12859;0,21482;-0,14211;-0,03860;-0,12830;0,12859;0,21482;-0,14211;-0,03860;0,00046;-0,00762;-0,00027;-0,00715;0,07844;-0,02852;0,01669;0,04860;-0,04413;0,12077;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,09498;-0,09519;-0,15903;0,10521;0,28828;-0,12830;0,12859;0,21482;-0,14211;-0,03860;-0,12830;0,12859;0,21482;-0,14211;-0,03860;-0,00011;0,00006;0,00033;-0,00043;0,00168;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.00b196f09c1901bdd0d3037eaf43e2df2c03c072.exe;0,99500;0,00500;0,00000;-1,00000;-1,00000;-1,00000;0,07010;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00490;0,00000;0,00000;0,00002;-0,00067;-0,00102;0,00022;1,00031;-0,00002;0,00067;0,00102;-0,00022;-0,00031;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00004;0,00006;-0,00001;0,06978;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00001;0,00035;0,00053;-0,00011;0,00214;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.00b6b7e3b923861ef8c257aa3803a239ce4d6154.exe;0,56060;0,43940;0,00000;-1,00000;-1,00000;-1,00000;0,04450;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01290;0,00000;0,00000;0,04573;-0,04110;-0,08328;0,04850;0,57687;-0,04573;0,04110;0,08328;-0,04850;0,42313;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00120;0,00283;-0,01190;-0,03602;0,10827;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00109;-0,00274;0,00882;-0,00559;0,01615;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;malware
P>malware.00b84eda68d82edf2245a7eb5b656f8e888507fc.exe;0,48860;0,51140;0,00000;0,00000;1,00000;0,00000;0,23620;0,06090;3,94030;3,21660;0,25970;1,00000;1,00000;0,01270;0,06090;1,00000;-0,02707;0,03200;0,08560;-0,12660;0,51989;0,00535;-0,01509;-0,04253;0,10504;0,47096;0,00000;0,00000;0,00000;0,00000;0,00000;0,14627;-0,15922;-0,49891;0,70104;-0,16130;0,29254;-0,31845;-0,99782;1,40207;0,67741;0,14627;-0,15922;-0,49891;0,70104;-0,16130;-0,02928;-0,00507;0,05073;-0,04429;0,38196;0,01211;-0,02202;-0,04974;0,07271;0,08036;0,58135;-0,89554;-1,96041;3,69843;2,76771;0,49619;-0,76435;-1,67323;3,15665;2,21578;-0,10568;0,11988;0,36003;-0,52332;0,38604;0,29254;-0,31845;-0,99782;1,40207;0,67741;0,29254;-0,31845;-0,99782;1,40207;0,67741;-0,00126;0,00076;0,00330;-0,00382;0,01523;0,01211;-0,02202;-0,04974;0,07271;0,08036;0,14627;-0,15922;-0,49891;0,70104;0,83871;malware
P>malware.00c84e2f48826dac8306e5d72ae049aa37bb78bb.exe;0,48620;0,51380;0,00000;0,00000;1,00000;0,00000;0,22800;0,05900;2,58020;6,31730;0,20620;1,00000;1,00000;0,01870;0,05900;1,00000;-0,04782;0,05062;0,12425;-0,15156;0,51243;-0,01907;0,00137;0,00840;0,08529;0,45939;-0,02230;0,01733;0,04422;-0,02209;-0,00940;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01267;-0,01239;-0,05445;-0,06630;0,42677;0,02025;-0,02070;-0,07445;0,06733;0,08959;0,45874;-0,62493;-1,55184;2,62849;1,82469;9,99640;4,50701;-34,90290;-7,07578;27,56074;-0,01780;0,02573;0,06012;-0,10725;0,23860;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;-0,00051;-0,00345;0,00892;-0,01058;0,02835;0,02025;-0,02070;-0,07445;0,06733;0,08959;0,00000;0,00000;0,00000;0,00000;1,00000;malware
P>malware.00cc2a1aaf7e5cb1ccbf4791a87964ac1e250eea.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,13480;0,06800;2,07860;0,03540;0,25970;1,00000;1,00000;0,02350;0,06800;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,16437;-0,13674;-0,56783;0,65230;-0,10366;0,32875;-0,27348;-1,13566;1,30460;0,79267;0,16437;-0,13674;-0,56783;0,65230;-0,10366;0,04468;-0,01475;-0,14418;-0,02998;0,31852;0,04132;-0,01864;-0,14858;0,06634;0,14806;0,48792;-0,44737;-1,67689;2,06557;1,69694;0,16410;-0,15046;-0,56397;0,69470;-0,09296;-0,12115;0,10201;0,41825;-0,48460;0,33829;0,32875;-0,27348;-1,13566;1,30460;0,79267;0,32875;-0,27348;-1,13566;1,30460;0,79267;0,00336;-0,00288;-0,00179;-0,01453;0,04119;0,04132;-0,01864;-0,14858;0,06634;0,14806;0,16437;-0,13674;-0,56783;0,65230;0,89634;malware
P>malware.00ce7fc605c339b36fa2b61db14a3b006fc5e835.exe;0,41450;0,58550;0,00000;0,67060;0,32940;0,00000;0,37170;0,22970;1,07490;0,33980;0,12050;1,03370;0,75000;0,00820;0,38400;0,75000;-0,05408;0,03992;0,11209;-0,05543;0,39089;0,05408;-0,03992;-0,11209;0,05543;0,60911;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08504;0,21997;-0,09369;-0,08110;0,70091;-0,27945;0,23103;0,57562;-0,35094;0,23290;-0,12150;0,15033;0,16064;-0,14401;-0,02206;-0,04147;0,02037;0,10618;-0,04733;0,35027;-0,00362;0,02934;-0,03949;-0,00068;0,23921;0,11281;0,21545;-0,78693;0,19467;1,23695;0,07284;0,13912;-0,50814;0,12570;0,44444;0,08582;-0,13281;-0,06962;0,10399;0,12375;-0,35304;0,36907;0,61127;-0,46933;0,95246;-0,23583;0,26267;0,35993;-0,27726;0,69372;-0,00153;0,00108;0,00344;-0,00204;0,00808;-0,03790;0,07010;0,01747;-0,05656;0,39030;-0,11433;0,11234;0,19929;-0,13325;0,71578;malware
P>malware.00d00a5c5338e5cae76e8cd1d32556953fd74396.exe;0,00000;1,00000;0,00000;0,70080;0,29920;0,00000;0,20250;0,22890;0,89900;0,00410;0,12050;1,07410;0,75000;0,01920;0,39020;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,08059;0,11612;0,07783;-0,09742;0,69557;0,08059;-0,11612;-0,07783;0,09742;0,30443;0,00000;0,00000;0,00000;0,00000;0,00000;0,00954;-0,01725;-0,01163;0,01408;0,22861;-0,02443;0,02704;0,02706;-0,02525;0,25399;-0,21837;0,31465;0,21089;-0,26400;0,88483;-0,11547;0,16637;0,11151;-0,13959;-0,00339;0,02932;-0,03297;-0,04221;0,03263;0,12698;-0,02460;-0,01737;0,10283;-0,01370;1,04648;0,03176;-0,03587;-0,04547;0,03539;0,75693;0,00130;-0,00677;0,00325;0,00185;0,02530;-0,05283;0,04279;0,08616;-0,05085;0,42269;0,03176;-0,03587;-0,04547;0,03539;0,75693;malware
P>malware.00dbb16e252efde93b4825be9d75cacbd2889290.exe;0,00000;1,00000;0,00000;0,67240;0,32760;0,00000;0,26240;0,27890;0,69010;0,00390;0,12050;1,03780;0,75000;0,00760;0,46670;0,75000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,06277;0,11344;0,02699;-0,08228;0,67858;0,06277;-0,11344;-0,02699;0,08228;0,32142;0,00000;0,00000;0,00000;0,00000;0,00000;0,01258;-0,02118;-0,00796;0,01636;0,26188;-0,02385;0,03409;0,02402;-0,02874;0,27683;-0,15776;0,28514;0,06784;-0,20680;0,70564;-0,09371;0,16937;0,04030;-0,12284;0,01313;0,02735;-0,03528;-0,03396;0,03278;0,12476;-0,03800;-0,01689;0,15029;-0,03090;0,99943;0,02956;-0,03835;-0,03636;0,03548;0,75450;-0,00083;0,00010;0,00243;-0,00073;0,00734;-0,05659;0,05827;0,09319;-0,06440;0,45061;0,02956;-0,03835;-0,03636;0,03548;0,75450;malware
P>malware.00e1b5fbe988040bc1d8d730a6409b191c9d44d3.exe;0,34430;0,65570;0,00000;0,51240;0,48760;0,00000;0,04750;0,03190;0,88280;0,93650;0,09250;0,73060;0,83330;0,00730;0,03630;0,83330;-0,00687;0,04736;-0,05782;-0,00671;0,36002;0,00687;-0,04736;0,05782;0,00671;0,63999;0,00000;0,00000;0,00000;0,00000;0,00000;0,07202;-0,07869;-0,24838;0,35315;0,42765;-0,07202;0,07869;0,24838;-0,35315;0,57236;0,00000;0,00000;0,00000;0,00000;0,00000;-0,04559;0,04733;0,14349;-0,19004;0,08950;-0,00893;0,00812;0,03719;-0,05357;0,04807;0,16471;-0,04792;-0,37185;0,71041;-0,15800;0,23079;-0,19747;-0,71468;1,09140;0,31407;-0,02803;-0,02576;0,08916;-0,01996;0,18318;-0,04964;0,15763;0,12414;-0,45559;0,84744;-0,02100;-0,02811;0,02445;0,02526;0,99724;-0,00990;-0,00087;0,04002;-0,02648;0,01191;-0,01814;0,04324;0,04539;-0,13283;0,08193;-0,02100;-0,02811;0,02445;0,02526;0,99724;malware
P>malware.00e71103640973661c8ed632beba4af89ff0a3de.exe;0,50580;0,49420;0,00000;0,67240;0,32760;0,00000;0,32650;0,24560;1,05390;0,36790;0,12050;1,23380;0,75000;0,01590;0,40250;0,75000;-0,06276;0,04537;0,12751;-0,06098;0,47917;0,06276;-0,04537;-0,12751;0,06098;0,52083;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00868;0,09708;-0,13182;-0,01405;0,70898;0,00868;-0,09708;0,13182;0,01405;0,29102;0,00000;0,00000;0,00000;0,00000;0,00000;-0,02556;0,00537;0,06502;-0,03094;0,34047;-0,01293;0,03801;-0,02625;-0,02124;0,27625;-0,02651;0,29654;-0,40267;-0,04291;1,16562;-0,01766;0,19750;-0,26818;-0,02858;0,44231;0,00901;-0,03603;0,02854;0,01345;0,11060;-0,04158;0,05138;0,06033;-0,06001;1,22972;0,00966;-0,03904;0,03130;0,01442;0,73920;-0,00543;0,00157;0,01480;-0,01106;0,02270;-0,02545;0,06675;-0,03437;-0,04284;0,45238;0,00966;-0,03904;0,03130;0,01442;0,73920;malware
